label,number,directional,street_name,street_type,subaddress_id,subaddress_type,zip,status,lat,lon,x,y
2240 JUDY LN,2240,,JUDY,LANE,,,97526,Other,42.4366863138,-123.3558267411,-13731907.8192,5226619.0581
2241 JUDY LN,2241,,JUDY,LANE,,,97526,Other,42.4363391552,-123.3558289491,-13731908.065000001,5226566.694700003
617 LARCH RD,617,,LARCH,ROAD,,,97526,Other,42.4361358158,-123.3557332435,-13731897.4111,5226536.024300002
623 LARCH RD,623,,LARCH,ROAD,,,97526,Other,42.4359391686,-123.3557652137,-13731900.969999999,5226506.363399997
629 LARCH RD,629,,LARCH,ROAD,,,97526,Other,42.4358584706,-123.3557357732,-13731897.692699999,5226494.191500001
2219 JUDY LN,2219,,JUDY,LANE,,,97526,Other,42.4363656777,-123.355257149,-13731844.4125,5226570.695200004
2225 JUDY LN,2225,,JUDY,LANE,,,97526,Other,42.4363630589,-123.3553915504,-13731859.374,5226570.3002
2231 JUDY LN,2231,,JUDY,LANE,,,97526,Other,42.4363389994,-123.3556231119,-13731885.1513,5226566.6712
2232 JUDY LN,2232,,JUDY,LANE,,,97526,Other,42.4367099503,-123.3555509592,-13731877.1193,5226622.623300001
2226 JUDY LN,2226,,JUDY,LANE,,,97526,Other,42.4367159655,-123.3554691451,-13731868.0118,5226623.530599996
2220 JUDY LN,2220,,JUDY,LANE,,,97526,Other,42.4367172039,-123.3551820229,-13731836.0495,5226623.7173999995
2214 JUDY LN,2214,,JUDY,LANE,,,97526,Other,42.4367205102,-123.3550693203,-13731823.5035,5226624.2161
2208 JUDY LN,2208,,JUDY,LANE,,,97526,Other,42.4367167524,-123.3548558931,-13731799.7449,5226623.649300002
2176 JUDY LN,2176,,JUDY,LANE,,,97526,Other,42.4366820489,-123.3547026208,-13731782.6827,5226618.414800003
2192 CHAMBERS LN,2192,,CHAMBERS,LANE,,,97526,Other,42.4360022907,-123.3553014108,-13731849.3397,5226515.884300001
541 TOWNE ST,541,,TOWNE,STREET,,,97527,Other,42.4146047068,-123.3374999981,-13729867.695500001,5223288.973700002
2012 MARLEN DR,2012,,MARLEN,DRIVE,,,97527,Other,42.4147442211,-123.3355179112,-13729647.0506,5223310.009900004
2013 MARLEN DR,2013,,MARLEN,DRIVE,,,97527,Other,42.4146423208,-123.335162641,-13729607.5021,5223294.645199999
703 NW AMELIA DR,703,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4556180183,-123.3305989155,-13729099.4705,5229475.0462
1511 NW PROSPECT AVE,1511,NORTHWEST,PROSPECT,AVENUE,,,97526,Other,42.4555340623,-123.3300981963,-13729043.730700001,5229462.378899999
704 NW MIDLAND AVE,704,NORTHWEST,MIDLAND,AVENUE,,,97526,Other,42.455183264,-123.3305212247,-13729090.822,5229409.450599998
738 NW AMELIA DR,738,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4559278528,-123.3322019187,-13729277.916000001,5229521.794200003
730 NW AMELIA DR,730,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4559289099,-123.3318329393,-13729236.841400001,5229521.953699999
722 NW AMELIA DR,722,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4559045026,-123.3314643623,-13729195.8116,5229518.2711
716 NW AMELIA DR,716,NORTHWEST,AMELIA,DRIVE,,,97526,Current,42.4559278998,-123.3312142507,-13729167.9693,5229521.801299997
712 NW AMELIA DR,712,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4559642974,-123.3309434418,-13729137.822999999,5229527.292999998
704 NW AMELIA DR,704,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4558958335,-123.3306197869,-13729101.7939,5229516.963100001
739 NW AMELIA DR,739,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4555993187,-123.332197454,-13729277.419,5229472.224799998
731 NW AMELIA DR,731,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4555971349,-123.3317628302,-13729229.036899999,5229471.895300001
721 NW AMELIA DR,721,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4555532272,-123.3315000658,-13729199.7861,5229465.270499997
715 NW AMELIA DR,715,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4555913455,-123.3312337243,-13729170.1371,5229471.0217999965
711 NW AMELIA DR,711,NORTHWEST,AMELIA,DRIVE,,,97526,Other,42.4555610201,-123.3309847617,-13729142.422699999,5229466.4463
730 NW MIDLAND AVE,730,NORTHWEST,MIDLAND,AVENUE,,,97526,Other,42.4552123383,-123.3317295809,-13729225.3356,5229413.837300003
722 NW MIDLAND AVE,722,NORTHWEST,MIDLAND,AVENUE,,,97526,Other,42.4551597081,-123.3314585942,-13729195.1695,5229405.896499999
710 NW MIDLAND AVE,710,NORTHWEST,MIDLAND,AVENUE,,,97526,Other,42.455195153,-123.3309028937,-13729133.3092,5229411.244400002
558 NW BUDDY LN,558,NORTHWEST,BUDDY,LANE,,,97526,Other,42.4629115723,-123.329054539,-13728927.5513,5230575.563299999
548 NW BUDDY LN,548,NORTHWEST,BUDDY,LANE,,,97526,Other,42.4628905408,-123.3287645817,-13728895.273400001,5230572.389700003
538 NW BUDDY LN,538,NORTHWEST,BUDDY,LANE,,,97526,Other,42.4629270901,-123.3285141539,-13728867.3959,5230577.9048999995
528 NW BUDDY LN,528,NORTHWEST,BUDDY,LANE,,,97526,Other,42.4629205949,-123.3282916205,-13728842.623599999,5230576.924800001
518 NW BUDDY LN,518,NORTHWEST,BUDDY,LANE,,,97526,Other,42.4629357767,-123.3280044884,-13728810.6602,5230579.2157000005
2070 NW HAWTHORNE AVE,2070,NORTHWEST,HAWTHORNE,AVENUE,,,97526,Other,42.4631809037,-123.3277632773,-13728783.808699999,5230616.2048999965
508 NW BUDDY LN,508,NORTHWEST,BUDDY,LANE,,,97526,Other,42.4629341551,-123.3277417878,-13728781.4165,5230578.971000001
121 NW BLOSSOM DR,121,NORTHWEST,BLOSSOM,DRIVE,,,97526,Other,42.4632304516,-123.3281417465,-13728825.9397,5230623.681599997
2090 NW HAWTHORNE AVE,2090,NORTHWEST,HAWTHORNE,AVENUE,,,97526,Other,42.4635136531,-123.3278039386,-13728788.335099999,5230666.4164
547 NW BUDDY LN,547,NORTHWEST,BUDDY,LANE,,,97526,Other,42.4626107938,-123.3287944121,-13728898.5941,5230530.176600002
527 NW BUDDY LN,527,NORTHWEST,BUDDY,LANE,,,97526,Other,42.462582717,-123.3283527751,-13728849.4313,5230525.939900003
557 NW BUDDY LN,557,NORTHWEST,BUDDY,LANE,,,97526,Other,42.4624151575,-123.3290575223,-13728927.8834,5230500.655699998
676 TROLLVIEW RD,676,,TROLLVIEW,ROAD,,,97527,Other,42.4115065554,-123.2902496166,-13724607.8071,5222821.841300003
1965 SE HAVILAND DR,1965,SOUTHEAST,HAVILAND,DRIVE,,,97527,Other,42.4149510772,-123.3150113388,-13727364.2694,5223341.200099997
1161 WYLIE LN,1161,,WYLIE,LANE,,,97527,Other,42.4149515455,-123.3163633159,-13727514.7708,5223341.2707
1971 SE HAVILAND DR,1971,SOUTHEAST,HAVILAND,DRIVE,,,97527,Other,42.414845021,-123.315385461,-13727405.9165,5223325.208700001
1975 SE HAVILAND DR,1975,SOUTHEAST,HAVILAND,DRIVE,,,97527,Other,42.4148764086,-123.3157901889,-13727450.9706,5223329.941399999
1996 SE HAVILAND DR,1996,SOUTHEAST,HAVILAND,DRIVE,,,97527,Other,42.4146137033,-123.316434148,-13727522.6558,5223290.330200002
1999 SE HAVILAND DR,1999,SOUTHEAST,HAVILAND,DRIVE,,,97527,Other,42.4145929089,-123.3157936735,-13727451.3585,5223287.194799997
1141 WYLIE LN,1141,,WYLIE,LANE,,,97527,Other,42.414921648,-123.3167295177,-13727555.5362,5223336.762699999
1949 SE HAVILAND DR,1949,SOUTHEAST,HAVILAND,DRIVE,,,97527,Other,42.4152630062,-123.3157779045,-13727449.6031,5223388.233599998
1248 E VIEW PL,1248,EAST,VIEW,PLACE,,,97527,Other,42.4148885818,-123.3145871929,-13727317.0537,5223331.776900001
1252 E VIEW PL,1252,EAST,VIEW,PLACE,,,97527,Other,42.4150219761,-123.314233334,-13727277.6623,5223351.8904
1274 E VIEW PL,1274,EAST,VIEW,PLACE,,,97527,Other,42.4146676283,-123.3145659433,-13727314.6882,5223298.461099997
1535 NE A ST,1535,NORTHEAST,A,STREET,,,97526,Other,42.4424203076,-123.3048425023,-13726232.2797,5227483.982500002
1525 NE A ST,1525,NORTHEAST,A,STREET,,,97526,Other,42.4423663886,-123.3051354052,-13726264.885499999,5227475.848899998
501 NE ROYAL DR,501,NORTHEAST,ROYAL,DRIVE,,,97526,Other,42.4418602496,-123.3034465599,-13726076.884100001,5227399.498999998
1481 NE GRABLE DR,1481,NORTHEAST,GRABLE,DRIVE,,,97526,Other,42.4415917552,-123.3055729386,-13726313.5915,5227358.997500002
1480 NE GRABLE DR,1480,NORTHEAST,GRABLE,DRIVE,,,97526,Other,42.4418594216,-123.3055606667,-13726312.2254,5227399.3741
450 NE SOVEREIGN AVE,450,NORTHEAST,SOVEREIGN,AVENUE,,,97526,Other,42.4419612372,-123.3047799203,-13726225.313099999,5227414.732699998
1601 NE FOOTHILL BLVD,1601,NORTHEAST,FOOTHILL,BOULEVARD,,,97526,Other,42.4421334163,-123.3033572826,-13726066.945799999,5227440.705499999
895 SE GLADIOLA DR,895,SOUTHEAST,GLADIOLA,DRIVE,,,97526,Other,42.4292728283,-123.2982553423,-13725499.0004,5225500.913900003
899 SE GLADIOLA DR,899,SOUTHEAST,GLADIOLA,DRIVE,,,97526,Other,42.4294083117,-123.2979421375,-13725464.1346,5225521.347099997
820 NE 8TH ST,820,NORTHEAST,8TH,STREET,,,97526,Other,42.4447756395,-123.3213675339,-13728071.8378,5227839.287299998
753 NE 7TH ST,753,NORTHEAST,7TH,STREET,,,97526,Other,42.4445332001,-123.322119731,-13728155.572,5227802.714400001
1580 NE 7TH ST #B,1580,NORTHEAST,7TH,STREET,B,,97526,Other,42.4559461546,-123.3217106571,-13728110.0341,5229524.555600002
321 NW A ST,321,NORTHWEST,A,STREET,,,97526,Other,42.4445099133,-123.3280644644,-13728817.3367,5227799.201499999
602 NW 3RD ST #A,602,NORTHWEST,3RD,STREET,A,,97526,Other,42.4444232424,-123.3287424077,-13728892.805,5227786.126900002
320 NW B ST,320,NORTHWEST,B,STREET,,,97526,Other,42.4441029528,-123.3282247526,-13728835.1799,5227737.8103
313 NW A ST,313,NORTHWEST,A,STREET,,,97526,Other,42.4444404571,-123.3276571521,-13728771.9949,5227788.7238000035
413 NW A ST,413,NORTHWEST,A,STREET,,,97526,Other,42.4447639222,-123.3289705771,-13728918.2047,5227837.519699998
612 NW 3RD ST,612,NORTHWEST,3RD,STREET,,,97526,Other,42.4446634542,-123.3284897529,-13728864.6796,5227822.363700002
603 NW 2ND ST,603,NORTHWEST,2ND,STREET,,,97526,Other,42.444547817,-123.3295134605,-13728978.6382,5227804.919399999
412 NW B ST,412,NORTHWEST,B,STREET,,,97526,Other,42.4443643514,-123.3290843496,-13728930.869800001,5227777.243000001
400 NW B ST #A,400,NORTHWEST,B,STREET,A,,97526,Other,42.4442615506,-123.3286384879,-13728881.2367,5227761.735200003
524 NW C ST #A,524,NORTHWEST,C,STREET,A,,97526,Other,42.4442619523,-123.3312301787,-13729169.7424,5227761.7958
514 NW C ST,514,NORTHWEST,C,STREET,,,97526,Other,42.4440743746,-123.3307851066,-13729120.1972,5227733.499200001
508 NW C ST,508,NORTHWEST,C,STREET,,,97526,Other,42.4440512029,-123.3306442247,-13729104.5143,5227730.003700003
506 NW C ST,506,NORTHWEST,C,STREET,,,97526,Other,42.443976101,-123.3304810987,-13729086.3552,5227718.674400002
527 NW C ST,527,NORTHWEST,C,STREET,,,97526,Other,42.4440523113,-123.3316612263,-13729217.7264,5227730.170900002
525 NW C ST #A,525,NORTHWEST,C,STREET,A,,97526,Other,42.4439615563,-123.3315220665,-13729202.235199999,5227716.480300002
517 NW C ST,517,NORTHWEST,C,STREET,,,97526,Other,42.4438739585,-123.3310803909,-13729153.0681,5227703.266000003
515 NW C ST,515,NORTHWEST,C,STREET,,,97526,Other,42.443826919,-123.3309191119,-13729135.114599999,5227696.170000002
619 NW B ST,619,NORTHWEST,B,STREET,,,97526,Other,42.44459567,-123.3307536709,-13729116.6978,5227812.1382
102 LEWIS AVE,102,,LEWIS,AVENUE,,,97527,Other,42.4283122853,-123.3321537456,-13729272.553399999,5225356.049000002
125 LEWIS AVE,125,,LEWIS,AVENUE,,,97527,Other,42.4280095179,-123.3330492797,-13729372.2438,5225310.387400001
129 LEWIS AVE,129,,LEWIS,AVENUE,,,97527,Other,42.4279392238,-123.3333360004,-13729404.1614,5225299.7861
120 LEWIS AVE,120,,LEWIS,AVENUE,,,97527,Other,42.4283212765,-123.3328749985,-13729352.8429,5225357.405000001
128 W PARK ST,128,WEST,PARK,STREET,,,97527,Other,42.4275439074,-123.3331051486,-13729378.463100001,5225240.167199999
1226 SW 5TH ST,1226,SOUTHWEST,5TH,STREET,,,97526,Other,42.4314887971,-123.333255903,-13729395.245000001,5225835.125100002
101 E PARK ST,101,EAST,PARK,STREET,,,97527,Other,42.4278190356,-123.3314132598,-13729190.1229,5225281.660099998
211 ROGUE RIVER HWY,211,,ROGUE RIVER,HIGHWAY,,,97527,Other,42.4274818197,-123.3311701838,-13729163.0638,5225230.803599998
111 E PARK ST,111,EAST,PARK,STREET,,,97527,Other,42.4276784689,-123.3305097415,-13729089.5437,5225260.4608
4808 REDWOOD AVE,4808,,REDWOOD,AVENUE,,,97527,Other,42.4125753243,-123.4236427035,-13739457.057599999,5222982.985299997
104 NW SINCLAIR DR,104,NORTHWEST,SINCLAIR,DRIVE,,,97526,Other,42.4702430626,-123.3392374413,-13730061.106800001,5231681.933799997
100 NW SINCLAIR DR,100,NORTHWEST,SINCLAIR,DRIVE,,,97526,Other,42.4701064489,-123.3387658986,-13730008.6149,5231661.316699997
102 NW SINCLAIR DR,102,NORTHWEST,SINCLAIR,DRIVE,,,97526,Other,42.4699959801,-123.3391747111,-13730054.1237,5231644.645300001
99 NW SINCLAIR DR,99,NORTHWEST,SINCLAIR,DRIVE,,,97526,Other,42.4698492363,-123.3384058592,-13729968.535500001,5231622.499499999
103 NW SINCLAIR DR,103,NORTHWEST,SINCLAIR,DRIVE,,,97526,Other,42.4696519587,-123.3384950134,-13729978.460099999,5231592.727499999
105 NW SINCLAIR DR,105,NORTHWEST,SINCLAIR,DRIVE,,,97526,Other,42.4696408478,-123.3388926095,-13730022.7203,5231591.050700001
107 NW SINCLAIR DR,107,NORTHWEST,SINCLAIR,DRIVE,,,97526,Other,42.4696834959,-123.3391508985,-13730051.4729,5231597.486900002
120 NW WOODBROOK DR,120,NORTHWEST,WOODBROOK,DRIVE,,,97526,Other,42.4691851827,-123.3385946231,-13729989.5486,5231522.284699999
154 NW WOODBROOK DR,154,NORTHWEST,WOODBROOK,DRIVE,,,97526,Other,42.4686900746,-123.3387746392,-13730009.5879,5231447.566799998
151 NW WOODBROOK DR,151,NORTHWEST,WOODBROOK,DRIVE,,,97526,Other,42.4682484142,-123.3382016075,-13729945.7983,5231380.915299997
2741 NW HIGHLAND AVE,2741,NORTHWEST,HIGHLAND,AVENUE,,,97526,Other,42.4711777763,-123.3393159909,-13730069.8509,5231822.997599997
2880 NW VINE ST,2880,NORTHWEST,VINE,STREET,,,97526,Other,42.4700745767,-123.3371459091,-13729828.2785,5231656.506700002
2900 NW VINE ST,2900,NORTHWEST,VINE,STREET,,,97526,Current,42.4703425136,-123.3375589716,-13729874.260400001,5231696.942500003
101 NW SINCLAIR DR,101,NORTHWEST,SINCLAIR,DRIVE,,,97526,Other,42.4696201366,-123.3381585979,-13729941.010499999,5231587.925099999
2530 NW HIGHLAND AVE,2530,NORTHWEST,HIGHLAND,AVENUE,,,97526,Other,42.4686596231,-123.3377579107,-13729896.4062,5231442.971299998
2500 NW HIGHLAND AVE,2500,NORTHWEST,HIGHLAND,AVENUE,,,97526,Other,42.467885619,-123.3379943706,-13729922.728799999,5231326.165799998
2555 NW HIGHLAND AVE #A,2555,NORTHWEST,HIGHLAND,AVENUE,A,,97526,Other,42.4691598283,-123.3372113846,-13729835.567200001,5231518.458400004
2149 REDWOOD AVE,2149,,REDWOOD,AVENUE,,,97527,Other,42.4221636967,-123.3698247668,-13733466.0723,5224428.798299998
2187 SHANE WAY,2187,,SHANE,WAY,,,97527,Other,42.4201950695,-123.3706629687,-13733559.3805,5224131.934600003
2179 SHANE WAY,2179,,SHANE,WAY,,,97527,Other,42.4202121563,-123.3705033812,-13733541.6153,5224134.511200003
2163 SHANE WAY,2163,,SHANE,WAY,,,97527,Other,42.420207249,-123.3701304563,-13733500.1015,5224133.771200001
2171 SHANE WAY,2171,,SHANE,WAY,,,97527,Other,42.4201951683,-123.3702778834,-13733516.513,5224131.949500002
2195 SHANE WAY,2195,,SHANE,WAY,,,97527,Other,42.4202064286,-123.3708944663,-13733585.1507,5224133.647500001
2160 NICK WAY,2160,,NICK,WAY,,,97527,Other,42.4198081204,-123.3701100826,-13733497.8335,5224073.5847999975
2168 NICK WAY,2168,,NICK,WAY,,,97527,Other,42.4197991704,-123.3703124981,-13733520.3663,5224072.235200003
2318 NW VINE ST,2318,NORTHWEST,VINE,STREET,,,97526,Other,42.4660323036,-123.3280945724,-13728820.688299999,5231046.486500002
2310 NW HAWTHORNE AVE,2310,NORTHWEST,HAWTHORNE,AVENUE,,,97526,Other,42.4655637656,-123.329071439,-13728929.432599999,5230975.781900004
2145 NW HEIDI LN #A,2145,NORTHWEST,HEIDI,LANE,A,,97526,Current,42.4655957336,-123.3302139739,-13729056.618999999,5230980.605999999
2141 NW HEIDI LN #A,2141,NORTHWEST,HEIDI,LANE,A,,97526,Current,42.4654345312,-123.3302767329,-13729063.6053,5230956.2798999995
2075 NW VINE ST,2075,NORTHWEST,VINE,STREET,,,97526,Other,42.4635069055,-123.3237887639,-13728341.367899999,5230665.398199998
1619 NW HAWTHORNE AVE,1619,NORTHWEST,HAWTHORNE,AVENUE,,,97526,Other,42.4577544694,-123.3268782041,-13728685.2828,5229797.399899997
401 NW VALLEY VIEW DR,401,NORTHWEST,VALLEY VIEW,DRIVE,,,97526,Other,42.4580001389,-123.3351255028,-13729603.367899999,5229834.4679000005
345 NW VALLEY VIEW DR,345,NORTHWEST,VALLEY VIEW,DRIVE,,,97526,Other,42.4584563427,-123.33475582,-13729562.215,5229903.302900001
343 NW VALLEY VIEW DR,343,NORTHWEST,VALLEY VIEW,DRIVE,,,97526,Current,42.4577675171,-123.3343716079,-13729519.444699999,5229799.368600003
1815 NW EUNICE AVE,1815,NORTHWEST,EUNICE,AVENUE,,,97526,Other,42.4601602151,-123.3345363724,-13729537.7862,5230160.398699999
1813 NW EUNICE AVE,1813,NORTHWEST,EUNICE,AVENUE,,,97526,Other,42.4599633604,-123.3345293754,-13729537.0073,5230130.695100002
1811 NW EUNICE AVE,1811,NORTHWEST,EUNICE,AVENUE,,,97526,Other,42.4597354373,-123.3344466271,-13729527.7958,5230096.3037
1809 NW EUNICE AVE,1809,NORTHWEST,EUNICE,AVENUE,,,97526,Other,42.4594754563,-123.3345613231,-13729540.5637,5230057.075199999
1807 NW EUNICE AVE,1807,NORTHWEST,EUNICE,AVENUE,,,97526,Other,42.4592832749,-123.334574964,-13729542.0822,5230028.077100001
1805 NW EUNICE AVE,1805,NORTHWEST,EUNICE,AVENUE,,,97526,Other,42.4591000705,-123.3345535563,-13729539.699099999,5230000.433600001
923 NW DONNA DR,923,NORTHWEST,DONNA,DRIVE,,,97526,Other,42.4603014174,-123.3337832464,-13729453.9486,5230181.7048999965
512 NW BUTLER AVE,512,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.4599210237,-123.3339507966,-13729472.600200001,5230124.306900002
517 NW BUTLER AVE,517,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.459978356,-123.3335058556,-13729423.069600001,5230132.957800001
515 NW BUTLER AVE,515,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.4597337288,-123.3334422693,-13729415.9912,5230096.045900002
510 NW BUTLER AVE,510,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.4597392878,-123.3339396395,-13729471.358199999,5230096.8847
508 NW BUTLER AVE,508,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.4595383294,-123.3339300105,-13729470.2863,5230066.562100001
507 NW BUTLER AVE,507,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.4594827901,-123.3335331546,-13729426.1085,5230058.1818
506 NW BUTLER AVE,506,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.4593084358,-123.3339561533,-13729473.1965,5230031.873599999
505 NW BUTLER AVE,505,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.4593105784,-123.3335313813,-13729425.9111,5230032.196900003
504 NW BUTLER AVE,504,NORTHWEST,BUTLER,AVENUE,,,97526,Other,42.4590550592,-123.3339611946,-13729473.7577,5229993.641900003
931 NW DONNA DR,931,NORTHWEST,DONNA,DRIVE,,,97526,Other,42.4603503711,-123.3344791353,-13729531.4146,5230189.091600001
929 NW DONNA DR,929,NORTHWEST,DONNA,DRIVE,,,97526,Other,42.4602224712,-123.334063828,-13729485.182799999,5230169.792599998
917 NW DONNA DR,917,NORTHWEST,DONNA,DRIVE,,,97526,Other,42.4602942288,-123.333543557,-13729427.2665,5230180.620200001
911 NW DONNA DR,911,NORTHWEST,DONNA,DRIVE,,,97526,Other,42.4603011596,-123.3332594783,-13729395.643,5230181.666000001
905 NW DONNA DR,905,NORTHWEST,DONNA,DRIVE,,,97526,Other,42.4603007289,-123.3330020077,-13729366.9815,5230181.6010000035
1493 FRUITDALE DR,1493,,FRUITDALE,DRIVE,,,97527,Other,42.4184320474,-123.309208602,-13726718.311700001,5223866.083499998
1497 FRUITDALE DR,1497,,FRUITDALE,DRIVE,,,97527,Other,42.4183893458,-123.3089718996,-13726691.9621,5223859.644500002
122 SARADAN LN,122,,SARADAN,LANE,,,97527,Other,42.4145823791,-123.3047479672,-13726221.756099999,5223285.6071000025
118 SWARTHOUT DR,118,,SWARTHOUT,DRIVE,,,97527,Other,42.4131335204,-123.309450645,-13726745.255800001,5223067.148599997
2220 CLOVERLAWN DR,2220,,CLOVERLAWN,DRIVE,,,97527,Other,42.4118385858,-123.3105213865,-13726864.450199999,5222871.902999997
132 SARADAN LN,132,,SARADAN,LANE,,,97527,Other,42.4145132134,-123.3052348262,-13726275.953,5223275.178199999
597 AURORA AVE,597,,AURORA,AVENUE,,,97526,Other,42.4337622453,-123.29094347,-13724685.046500001,5226178.0176
1137 SE GLADIOLA DR,1137,SOUTHEAST,GLADIOLA,DRIVE,,,97526,Other,42.427529329,-123.2951097871,-13725148.8388,5225237.968599997
760 NE 11TH ST,760,NORTHEAST,11TH,STREET,,,97526,Other,42.4447431253,-123.3115296062,-13726976.684700001,5227834.382399999
833 NE 10TH ST,833,NORTHEAST,10TH,STREET,,,97526,Other,42.444780934,-123.3120804774,-13727038.007399999,5227840.086000003
832 NE 10TH ST,832,NORTHEAST,10TH,STREET,,,97526,Other,42.444604692,-123.312837926,-13727122.326200001,5227813.499200001
831 NE 10TH ST,831,NORTHEAST,10TH,STREET,,,97526,Other,42.4445221795,-123.3122081891,-13727052.2242,5227801.051899999
824 NE 10TH ST,824,NORTHEAST,10TH,STREET,,,97526,Other,42.4443713297,-123.3127594959,-13727113.5954,5227778.295699999
825 NE 10TH ST,825,NORTHEAST,10TH,STREET,,,97526,Other,42.4443228129,-123.3122224211,-13727053.8085,5227770.976800002
831 NE MAPLE ST,831,NORTHEAST,MAPLE,STREET,,,97526,Other,42.4447749965,-123.313383384,-13727183.0463,5227839.190300003
838 NE 10TH ST,838,NORTHEAST,10TH,STREET,,,97526,Current,42.4447712439,-123.3128267043,-13727121.077,5227838.624200001
845 NE 10TH ST,845,NORTHEAST,10TH,STREET,,,97526,Other,42.4450589755,-123.3120467016,-13727034.247499999,5227882.029799998
550 NE E ST,550,NORTHEAST,E,STREET,,,97526,Other,42.439539225,-123.3189508897,-13727802.8182,5227049.385700002
598 NE F ST,598,NORTHEAST,F,STREET,,,97526,Other,42.438752609,-123.3173157852,-13727620.7992,5226930.7321000025
1601 NE 7TH ST,1601,NORTHEAST,7TH,STREET,,,97526,Other,42.4561119248,-123.3201159085,-13727932.5075,5229549.567199998
213 NW A ST,213,NORTHWEST,A,STREET,,,97526,Other,42.4439790177,-123.326483858,-13728641.384399999,5227719.114399999
612 NW 5TH ST,612,NORTHWEST,5TH,STREET,,,97526,Other,42.4438421816,-123.3259855221,-13728585.9099,5227698.472400002
202 REDWOOD HWY STE A,202,,REDWOOD,HIGHWAY,A,Suite,97527,Current,42.4270075051,-123.3321044901,-13729267.0703,5225159.271300003
160 REDWOOD HWY,160,,REDWOOD,HIGHWAY,,,97527,Other,42.4275710225,-123.3322372395,-13729281.8479,5225244.256499998
726 NE 7TH ST,726,NORTHEAST,7TH,STREET,,,97526,Current,42.4441763569,-123.3234753777,-13728306.4819,5227748.883500002
714 NW 5TH ST,714,NORTHWEST,5TH,STREET,,,97526,Other,42.4445237851,-123.3256255384,-13728545.8367,5227801.294100001
717 NW 5TH ST,717,NORTHWEST,5TH,STREET,,,97526,Other,42.4444302293,-123.3251882664,-13728497.1598,5227787.1809
202 NW A ST,202,NORTHWEST,A,STREET,,,97526,Retired,42.4443009479,-123.3258203085,-13728567.5184,5227767.678400002
711 NW 5TH ST,711,NORTHWEST,5TH,STREET,,,97526,Other,42.444108077,-123.3251924624,-13728497.626899999,5227738.583300002
210 NW A ST,210,NORTHWEST,A,STREET,,,97526,Other,42.4443502502,-123.3261332923,-13728602.3596,5227775.115800001
501 SHORT ST,501,,SHORT,STREET,,,97527,Other,42.4279419186,-123.3365922469,-13729766.645100001,5225300.192500003
205 LEWIS AVE,205,,LEWIS,AVENUE,,,97527,Other,42.4279811736,-123.3352646474,-13729618.8574,5225306.1127
276 N VALLEY DR,276,NORTH,VALLEY,DRIVE,,,97526,Other,42.5035577059,-123.3685529375,-13733324.492899999,5236710.967500001
265 TECH WAY,265,,TECH,WAY,,,97526,Other,42.5033815849,-123.3699382869,-13733478.7093,5236684.373999998
118 HOFFMAN WAY,118,,HOFFMAN,WAY,,,97526,Other,42.5019609974,-123.3442832244,-13730622.8008,5236469.874200001
154 HOFFMAN WAY,154,,HOFFMAN,WAY,,,97526,Other,42.5014657771,-123.3443004433,-13730624.7176,5236395.100199997
176 HOFFMAN WAY,176,,HOFFMAN,WAY,,,97526,Other,42.5007545444,-123.3442159522,-13730615.3121,5236287.711199999
188 HOFFMAN WAY,188,,HOFFMAN,WAY,,,97526,Other,42.499918577,-123.3442009522,-13730613.6423,5236161.490099996
1044 SOLDIER CREEK RD,1044,,SOLDIER CREEK,ROAD,,,97526,Other,42.5026787286,-123.3455454876,-13730763.315299999,5236578.2465
455 ERIC WAY,455,,ERIC,WAY,,,97526,Other,42.501923155,-123.3453840487,-13730745.344,5236464.1603000015
1001 SOLDIER CREEK RD,1001,,SOLDIER CREEK,ROAD,,,97526,Other,42.5017891662,-123.3467404509,-13730896.338,5236443.929099999
411 ERIC WAY,411,,ERIC,WAY,,,97526,Other,42.5013226954,-123.3453911804,-13730746.1379,5236373.496200003
384 ERIC WAY,384,,ERIC,WAY,,,97526,Other,42.5009021926,-123.3467532105,-13730897.7584,5236310.004500002
367 ERIC WAY,367,,ERIC,WAY,,,97526,Other,42.5007291876,-123.3454005669,-13730747.182799999,5236283.882600002
336 ERIC WAY,336,,ERIC,WAY,,,97526,Other,42.5000164741,-123.3467608552,-13730898.6094,5236176.271300003
